id;lat;lon;brand_name;brand_id;name;city;address;zip;phone;worktime;services;payments;foursquare_id;wikimapia_id;status;error
5016;49.45536;15.59385;OMV;58;Pávov, Dálnice D1 - směr Praha;Pávov;Dalnice D 1 - smer Praha;58601;567211858;0:00 - 24:00;;;;;OK;
5017;49.453911;15.59072;OMV;58;Pávov, Dálnice D1 - 119 km směr Brno;Pávov;D1,  smer Brno;58601;567211863;0:00 - 24:00;;;;;OK;
5023;49.956749;14.06224;OMV;58;Beroun, Nájezd na dálnici D5 1621;Beroun;Nájezd na Dálnici D5 c.1621;26601;311623187;0:00 - 24:00;;;;;OK;
5026;49.95599;14.06332;OMV;58;Beroun, sjezd z dálnice D5;Beroun;Sjezd z dálnice D 5;26601;311625246;0:00 - 24:00;;;;;OK;
5037;49.174061;16.6029;OMV;58;Brno, Dálnice D1, 192 km (Brno-Praha);Brno-Stred;Dálnice D1,192 km kmsmer Brno-Praha;62500;547211776;0:00 - 24:00;;;;;OK;
5047;50.120651;15.08175;OMV;58;Vrbová Lhota, Dálnice D11, 35 km, jih 1;Vrbova Lhota;Lhota Dálnice D 11, 35 km, jih;28911;325613155;0:00 - 24:00;;;;;OK;
5048;50.146744;14.494596;OMV;58;Praha 8, Cínovecká;Praha 8;Cínovecká Ul.;18000;286584508;0:00 - 24:00;;;;;OK;
5068;49.1628;16.66066;OMV;58;Brno Tuřany, Dálnice D1 198,5 km;Brno-Turany;Dalnice D1 - 198,5 Km;62700;545229786;0:00 - 24:00;;;;;OK;
5069;50.053379;14.51913;OMV;58;Praha 10, Švehlova;Praha 10;Svehlova;10200;271750266;06-23;;;;;OK;
5085;50.388931;13.19504;OMV;58;Klášterec nad Ohří, Osvobození 691;Klásterec/Ohrí;Osvobozená 691;43151;474376905;05-23;;;;;OK;
5086;50.632019;13.83556;OMV;58;Teplice Prosetice, E55, směr Cínovec;Teplice-Prosetice;E55 smer Cí E55, smer Cínovec;41501;417577543;0:00 - 24:00;;;;;OK;
5088;50.031021;14.38046;OMV;58;Praha 5, K Barrandovu 1136/6;Praha 5;K Barrandovy 1136/6;15000;251810754;0:00 - 24:00;;;;;OK;
5093;50.093826;14.442215;OMV;58;Praha 8 - Karlín, Rohanské nábřeží;Praha;Karlín Rohanské nábrezí;18600;224813596;0:00 - 24:00;;;4d5ba992775f8cfacd19ace0;0;OK;
5095;50.033642;14.44136;OMV;58;Praha 4, Jižní spojka (směr Praha 9);Praha 4;Jizní spojka;14000;244461993;0:00 - 24:00;;;;;OK;
5103;50.040241;14.46821;OMV;58;Praha 4, Tř. 5. května;Praha 4;Tr. 5. Kvetna;14000;272770193;0:00 - 24:00;;;;;OK;
5114;49.61974;17.293909;OMV;58;Olomouc, Chvalkovická;Olomouc;Chválkovická;77100;585312429;0:00 - 24:00;;;;;OK;
5116;50.480499;14.08425;OMV;58;Siřejovice, sm. Teplice, Dálnice D8, 44. km;Sirejovice;Dalnice D8 - KM 44;41002;420416531570;0:00 - 24:00;;;4e71f43f52b16b249196e01e;;OK;
5122;49.446838;17.114691;OMV;58;Prostějov - Žešov, silnice E 462;Prostejov;Zesovsilnice E 462;79601;601505728;0:00 - 24:00;;;;;OK;
5124;50.121651;15.08232;OMV;58;Poděbrady, Dálnice D11, 35 km, sever;Podebrady;Dalnice D 11, 35 km, sever;29001;325615007;0:00 - 24:00;;;;;OK;
5138;50.086132;12.459424;Бензиностанция;20;ONO ČS Cheb;Cheb;R6 Krizovatka Y;35002;420 727 884 961;0:00 - 24:00;;;4edb790c5c5c96a2ff8858aa;;OK;
5139;49.736519;13.330956;Бензиностанция;20;ONO ČS Plzeň, Domažlická;Plzen;Domazlicka 160;31800;377381470;0:00 - 24:00;;;4e0de12f483bc2b5f47ba583;;OK;
5140;49.714031;13.183183;Бензиностанция;20;ONO ČS Nýřany;Nyrany;D5;33023;420 724 212 312;0:00 - 24:00;;;4db87182ec8e496dbbad6328;;OK;
5141;50.166866;12.664208;Бензиностанция;20;ONO ČS Sokolov;Sokolov;Stara Ovcarna;35601;420 352 627 502;0:00 - 24:00;;;4e05dbc91fc77ada5196661a;;OK;
5142;49.775131;13.36068;Бензиностанция;20;ONO ČS Plzeň, Studentská;Plzen;Studentska 57;32300;420 602 348 506;0:00 - 24:00;;;4c38de0b1e06d13ad094783e;;OK;
5143;50.651684;13.8338;Бензиностанция;20;ONO ČS Teplice;Teplice;Riegrova;41501;420 724 325 656;0:00 - 24:00;;;4e007bdc88776240d3f1d285;;OK;
5161;50.327854;15.636397;Бензиностанция;20;ONO ČS Milovice u Hořic;Milovice U Horic;88;50801;420 602 659 111;0:00 - 24:00;;;4d70dfaa419da35dcebe0bd8;;OK;
5174;49.395073;15.568287;Бензиностанция;20;ONO ČS Jihlava;Jihlava;Zizkova 110;58601;420 602 165 180;0:00 - 24:00;;;4c11600a8559ef3b76b96a53;;OK;
5175;50.694298;13.940347;Бензиностанция;20;ONO ČS Chlumec;Usti Nad Labem;Chlumec 228;40339;420 724 129 789;0:00 - 24:00;;;4e0d3f2962e1d5a30cf5f743;;OK;
5188;49.553741;17.229139;OMV;58;Olomouc, R35 odpočívka Nemilany;Olomouc-Nemilany;Rychlostni Silinice R 35;78302;383323145;0:00 - 24:00;;;;;OK;
5190;50.756329;15.05192;OMV;58;Liberec, Nákladní;Liberec;Nákladní ul.;46007;485113642;0:00 - 24:00;;;;;OK;
5191;50.52449;13.63031;OMV;58;Most, Nová Hraniční 1930;Most-Nová;Hranicní 193;43502;476100971;0:00 - 24:00;;;;;OK;
5192;50.564892;15.92309;OMV;58;Trutnov, Polská;Trutnov;Polská;54102;499814830;0:00 - 24:00;;;;;OK;
5193;49.514519;15.41713;OMV;58;Herálec, odpočívka Mikulášov;Herálec;D1 , Mikulásov;58255;569445621;0:00 - 24:00;;;4b9f3724f964a5203f1837e3;0;OK;
5194;49.117748;16.604;OMV;58;Brno - venkov, Brněnská 671;Brno;Brnenská 671;66442;547242399;0:00 - 24:00;;;;;OK;
5195;49.70192;12.98821;OMV;58;Kladruby, dálnice D5, 111 km směr Plzeň;Kladruby;D5, Km 111, Smer Plzen;34961;374631685;0:00 - 24:00;;;4defe143227193bb4668a42e;0;OK;
5196;49.45549;12.86755;OMV;58;Draženov, Draženov 117;Drazenov;Drazenov 117;34520;379725572;0:00 - 24:00;;;;;OK;
5197;50.033909;14.44;OMV;58;Praha 4, Jižní Spojka ( směr Praha 5) 42;Praha 4;Jizni Spojka (Smer Praha 5);14002;244466334;0:00 - 24:00;;;;;OK;
5199;49.153351;16.629498;OMV;58;Brno-venkov, D2, 1km vpravo;Brno;D 2, 1 Km;61900;543243643;0:00 - 24:00;;;4b053a8af964a520715722e3;0;OK;
5201;50.207722;14.43339;OMV;58;Vodochody, odpočívka Klíčany D8;Vodochody;D 8;25069;284802332;0:00 - 24:00;;;;;OK;
5202;50.233051;12.86764;OMV;58;Karlovy Vary, Pobřežní 22;Karlovy Vary;Pobrezní 22;36001;353228156;0:00 - 24:00;;;;;OK;
5203;50.069771;14.36079;OMV;58;Praha 5, Plzeňská (směr z centra);Praha;Plzenská;15000;257220404;0:00 - 24:00;;;;;OK;
5205;49.952438;12.70303;OMV;58;Mariánské Lázně, Plzeňská třída;Mariánské Lazne;Lázne Plzenská tr.;35301;354606181;0:00 - 24:00;;;;;OK;
5206;49.18449;16.758671;OMV;58;Tvarožná, Odpočívka Rohlenka, D1 směr Vyškov;Tvarozna;Odpocivka Rohlenka;66405;544243082;0:00 - 24:00;;;;;OK;
5207;48.972641;14.46599;OMV;58;České Budějovice, Dlouhá louka;Ceské Budejovice;Dlouhá louka;37001;386356926;0:00 - 24:00;;;;;OK;
5208;49.861233;14.790945;OMV;58;Chocerady, odpočívka Naháč, Chocerady;Chocerady;Hvezdonice E 50/ E 65;25724;317792228;0:00 - 24:00;;;4c684591607ad13a2d26a82b;0;OK;
5209;49.751831;16.659149;OMV;58;Moravská Třebová, Dvorní;Moravska Trebová;Dvorni 20;57001;461313004;0:00 - 24:00;;;;;OK;
5214;50.550198;15.907308;Бензиностанция;20;ONO ČS Trutnov;Trutnov;Kralovedvorska Vl.;54101;420724326732;0:00 - 24:00;;;4e4f5da5d164978659c9945f;;OK;
5215;49.134743;15.012411;Бензиностанция;20;ONO ČS Jindřichův Hradec;Jindrichuv Hradec;Bystricka Vl.;37701;420 384 321 339;0:00 - 24:00;;;4bdc76333904a59364494e9e;;OK;
5219;49.68206;18.38538;OMV;58;Frýdek Místek, silnice R48 u obce Dobrá;Frydek Mistek-Dobra;R 48 u obce Dobrá;73801;558680224;0:00 - 24:00;;;;;OK;
5225;49.924191;16.186089;Бензиностанция;20;ONO ČS Vysoké Mýto;Vysoke Myto;Vostice 85;56601;420 724 510 130;0:00 - 24:00;;;4dab4cc143a11281970cf67c;;OK;
5233;50.449829;13.597875;Бензиностанция;20;ONO ČS Havraň;Havran;Havraň 3;43401;420 602 674 332;0:00 - 24:00;;;4f353b19e4b064bef34961f3;;OK;
5234;50.683582;14.016485;Бензиностанция;20;ONO ČS Ústí n. L., Božtěšická;Usti nad Labem;Božtěšická 786;40340;420 475 200 763;0:00 - 24:00;;;4ffd9adbe4b00fe5cb914f34;;OK;
5235;50.158672;15.234642;Бензиностанция;20;ONO ČS Kolaje u Poděbrad;Kolaje u Podebrad;Kolaje;28904;420602659097;0:00 - 24:00;;;4f5a35f3e4b0aec4c6fc4988;;OK;
5236;50.051388;14.566988;Бензиностанция;20;ONO ČS Praha, Dolní Měcholupy;Praha;Kutnohorská 225;10900;+420 724305485;0:00 - 24:00;;;4bd02b53046076b0af726f71;;OK;
5237;49.292553;13.982483;Бензиностанция;20;ONO ČS Kbelnice;Kbelnice;Kbelnice U Strakonic I4;38601;420 602 662 377;0:00 - 24:00;;;4bdde2b1d640d13a08186a27;;OK;
5238;49.41869;12.874262;Бензиностанция;20;ONO ČS Havlovice u Domažlic;Domažlice;Ujezd 333;34401;420 379 725 849;0:00 - 24:00;;;b56708dc6e8f49ad4da21b35;;OK;
5331;49.639622;14.2536;Бензиностанция;20;EuroOil;Kamyk nad Vltavou;Kamyk nad Vltavou 213;26263;318677198;;;;;;OK;
5401;49.75;18.49;Бензиностанция;20;Cerpaci Stanice EuroOil;Horni Terlicko;Horni Terlicko;73542;596423141;;;;;;OK;
5409;49.860001;12.74;Бензиностанция;20;Cerpaci Stanice EuroOil;Plana u Mar.Lazni;Plana U M.L.855;34815;374798466;;;;;;OK;
5436;48.64677;14.452571;Бензиностанция;20;ONO ČS Dolní Dvořiště - ONO II;Dolni Dvoriste;Dolni Dvoriste 220;38272;420 725 148 995;0:00 - 24:00;;;;;OK;
5437;48.652248;14.452372;Бензиностанция;20;ONO ČS Dolní Dvořiště - ONO I;Dolni Dvoriste;Dolni Dvoriste 218;38272;420 380 324 187;0:00 - 24:00;;;4d8c81acca75b60cedf8d2a8;;OK;
5506;50.4319;15.041751;Бензиностанция;20;ONO ČS Sukorady u Mladé Boleslavi;Sukorady;Sukorady-Martinovice 21;29406;420 724 050 230;0:00 - 24:00;;;;;OK;
5507;49.948795;15.326064;Бензиностанция;20;ONO ČS Církvice u Kutné Hory;Církvice;Cirkvice 226;28533;420 724 050 234;0:00 - 24:00;;;4e142ceaae60fe00dfdca1ad;;OK;
5509;49.35733;14.290136;Бензиностанция;20;ONO ČS Podolí u Písku;Podolí I;I 29;39843;420 382 587 280;0:00 - 24:00;;;4e1f206e1f6ee970647a1c72;;OK;
5517;49.362041;14.700103;Бензиностанция;20;ONO ČS Planá nad Lužnicí;Plana nad Luznici;Csla 733;39111;420 736 535 332;0:00 - 24:00;;;4d7c5ea2e04d6ea8b5b9fad5;;OK;
5523;49.134686;17.487982;Бензиностанция;20;ONO ČS Spytihněv;Spytihnev;Spytihnev 572;76364;420 725 981 583;0:00 - 24:00;;;4eea39fa9adfcff6c69172a8;;OK;
5524;49.692463;18.12723;Бензиностанция;20;ONO ČS Mošnov;Mosnov;Mosnov 310;74251;420 724 093 772;0:00 - 24:00;;;50378c8ce4b00c877a220b6d;;OK;
5531;50.228146;14.494142;Бензиностанция;20;ONO ČS Kojetice-Tůmovka;Kojetice;Císlo Silnice 9, Tumovka;25072;420 602 183 823;0:00 - 24:00;;;5056c593e4b09ebc701c94fd;;OK;
5534;50.783752;14.616344;Бензиностанция;20;ONO ČS Cvikov;Cvikov;Komenskeho;47154;420487751122;0:00 - 24:00;;;50e6e575e4b0ab43a42091f4;;OK;
5541;50.423706;13.470944;Бензиностанция;20;ONO ČS Chomutov - Přečaply;Chomutov;Precaply 59;43001;420 601 557 279;0:00 - 24:00;;;510aa9cfe4b06684a88f2d9c;;OK;
5544;49.212593;17.809093;Бензиностанция;20;ONO ČS Zádveřice u Zlína;Zádveřice-Raková;Zádverice u Zlína;76312;420 725 520 044;0:00 - 24:00;;;52ac0f4b11d2696d4e299073;;OK;
5554;49.643681;12.528706;Бензиностанция;20;TOP TANK Station;Rozvadov;Rozvadov 257;34806;379482339;0:00 - 24:00;;;;;OK;
5555;49.102715;16.603287;Бензиностанция;20;ONO ČS Brno-Popovice;Popovice;Popovice 89;66461;547232152;0:00 - 24:00;;;5014fdf5e4b0f8ec78d17cd0;;OK;
5565;48.881351;16.06134;Shell;59;8504 Kuchařovice;Kuchařovice;Kucharovice 45/2;669 02;420 515 221 798;06:00 - 19:00;;;;;OK;
5567;50.425549;14.239359;Бензиностанция;20;ONO ČS Roudnice nad Labem;Roudnice nad Labem;Hornicka 2500;41301;416831912;0:00 - 24:00;;;55d77114498ef1af7f79cdd3;;OK;
5568;50.398186;16.10598;Бензиностанция;20;ONO ČS Vysokov u Náchoda;Vysokov;Vysokov 109;54912;491520456;0:00 - 24:00;;;548c12a6498e9419b90860c7;;OK;
5574;50.003712;14.570208;PapOil;145;Průhonice II.;Průhonice;D1 směr Brno - Praha;252 43;724634065;00:00-24:00;;;;;OK;
5578;50.596199;14.043644;PapOil;145;Dolní Zálezly;Dolní Zálezly;Pražská ul.;40301;724634112;00:00-24:00;;;;;OK;
5584;48.768578;16.069704;PapOil;145;Hatě;Chvalovice;Chvalovice 185;67123;724634076;05:00-22:00;;;;;OK;
5586;50.07935;14.309435;PapOil;145;Praha - Drnovská;Praha - Drnovská;Drnovská 1042/28;13000;724634052;00:00-24:00;;;;;OK;
5590;50.278637;14.830604;PapOil;145;Benátky nad Jizerou;Benátky nad Jizerou;U Dálnice;29471;724634057;00:00-24:00;;;;;OK;
5595;50.160892;13.90584;PapOil;145;Nové Strašecí;Nové Strašecí;Karlovarská dálnice;27101;724634003;00:00-24:00;;;;;OK;
5599;50.107155;15.13901;PapOil;145;Oseček u Kolína;Oseček u Kolína;Oseček 86;28941;724577581;00:00-24:00;;;4ed095b7cc219860f7ab946d;0;OK;
5636;50.403221;15.889572;PapOil;145;Kuks;Kuks;Kuks I. 45;54443;724634119;05:00-22:00;;;;;OK;
5647;49.958691;14.528118;PapOil;145;Jesenice u Prahy;Jesenice u Prahy;Budějovická;25242;724634011;00:00-24:00;;;;;OK;
5657;50.442932;15.822262;PapOil;145;Dvůr Králové;Dvur Králové;Krkonošská;54402;724634073;05:00-22:00;;;;;OK;
5691;50.039558;15.107896;PapOil;145;Zlaté Slunce - KVK;Brezany;Zlaté slunce, Březany22;28101;724634028;05:00-22:00;;;;;OK;
5697;49.921967;14.633819;PapOil;145;Velké Popovice;Velké Popovice;Ringhofferova381;25169;724634008;07:00-21:00;;;;;OK;
5701;49.661373;17.103535;PapOil;145;Unčovice;Unčovice;Unčovice 126;78331;724634084;00:00-24:00;;;;;OK;
5704;49.210274;15.858891;PapOil;145;Třebíč;Třebíč;Přažská998;67401;724634005;05:00-22:00;;;;;OK;
5706;50.26004;14.57327;PapOil;145;Tišice u Chrástu;Tisice u Chrástu;Chrást 294;27715;724634115;06:00-20:00;;;;;OK;
5715;50.227219;14.098332;PapOil;145;Slaný I.;Slany;Pražská ul.;27401;724634071;05:00-22:00;;;;;OK;
5717;49.653576;14.425457;PapOil;145;Sedlčany;Sedlčany;Sedlčany - křižovatka1167;26401;724634013;05:00-21:00;;;521a2539498e58df3282bf4a;0;OK;
5720;50.160248;14.370667;PapOil;145;Roztoky;Roztoky;Přílepská 1692;25263;724634126;06:00-22:00;;;;;OK;
12447;48.642342;13.172326;Esso;88;Vilshofen;Vilshofen;Wieshof 10;94474;85415062;06.00.00 - 22.00.00;;;;0;OK;
12458;49.120358;12.126768;Avia;85;Tankstelle;Regenstauf;Regensburger Straße 29;93128;09402/782051;Mo. - Fr. 05:00 - 23:00, Sa. 06:00 - 23:00, So. 07:00 - 22:00;;;;;OK;
12497;48.55888;12.166602;Esso;88;Ergolding;Ergolding;Neue Regensburger Str. 44;84030;87176188;06.00.00 - 23.00.00;;;;;OK;
12559;51.03632;13.748465;Total;97;Dresden-Seevorstadt;Dresden;Wiener Straße 39;1069;3514710616;0:00 - 24:00;;;4be6b6192468c928449a0143;0;OK;
12566;49.001553;12.197353;Shell;94;Barbing, Neutraublinger Str;Barbing;Neutraublinger Str. 12;93092;+49 9401 1872;06:00 - 22:00;;;;;OK;
12669;48.930981;12.70838;Esso;88;Station Bayerischer Wald Nord;Hunderdorf;A 3;94336;9422807958;0:00 - 24:00;;;;;OK;
12711;48.765888;13.046054;Esso;88;Hengersberg;Hengersberg;Donaustr. 8;94491;99013001;0:00 - 24:00;;;;;OK;
12767;48.845421;12.62316;Esso;88;Aiterhofen;Aiterhofen;Passauer Str. 10;94330;942133615;06.15.00 - 21.00.00;;;;;OK;
13111;50.864006;12.771612;Esso;88;Limbach-Oberfrohna;Limbach-Oberfrohna;Burgstädter Str. 20;9212;372292206;0:00 - 24:00;;;;;OK;
13204;50.967701;13.103889;Total;97;Hainichen;Hainichen;Frankenberger Str. 52;9661;372072588;05.00.00 - 22.00.00;;;;;OK;
13268;50.915562;13.358656;Esso;88;Freiberg;Freiberg;Dresdner Straße 42;9599;3731678290;0:00 - 24:00;;;;;OK;
13293;50.646587;12.193974;eni;83;Greiz;Greiz;Plauensche Str. 2;7973;366163521;0:00 - 24:00;;;;;OK;
13354;50.833153;12.882231;Esso;88;Chemnitz-Altendorf;Chemnitz;Limbacher Str. 145;9116;371313080;0:00 - 24:00;;;;;OK;
13360;50.617416;12.254127;Бензиностанция;20;CALPAM Station;Netzschkau;Mylauer Str. 26 b;8491;3765380966;;;;;;OK;
13361;50.857861;13.317879;Total;97;Brand-Erbisdorf;Brand-Erbisdorf;Langenauer Str. 1;9618;373222271;05.00.00 - 21.00.00;;;;;OK;
13370;51.028618;14.208717;Total;97;Neustadt in Sachsen;Neustadt in Sachsen;Wilhelm-Kaulisch-Str. 49;1844;3596604238;05.00.00 - 21.00.00;;;;;OK;
13380;51.009785;12.453668;eni;83;Altenburg;Altenburg;Leipziger Str. 112;4600;3447834332;0:00 - 24:00;;;;;OK;
13399;50.873196;12.230079;Esso;88;Löbichau-Beerwalde;Beerwalde;Alte Str. 1;4626;3660234701;0:00 - 24:00;;;;;OK;
13435;49.334133;12.101769;Esso;88;Schwandorf;Schwandorf;Nürnberger Str. 9;92421;94312480;05.30.00 - 23.00.00;;;;;OK;
13466;50.812626;12.810819;Esso;88;Chemnitz-Grüna;Grüna;An der Wiesenmühle 2;9224;371856520;0:00 - 24:00;;;;;OK;
13475;50.924217;14.13298;Aral;84;Sebastian Ertelt;Rathmannsdorf;Elbstraße 8;1814;3502243088;0:00 - 24:00;;;;;OK;
13519;51.051785;13.714924;Shell;94;Dresden, Loebtauer Str;Dresden;Loebtauer Str. 28/30;1159;+49 351 4940310;06:00 - 22:00;;;;;OK;
13545;50.879318;12.820753;Total;97;Hartmannsdorf;Hartmannsdorf;Chemnitzer Str. 38 b;9232;372296461;0:00 - 24:00;;;;;OK;
13565;50.821888;12.522536;Esso;88;Glauchau;Glauchau;Auestr. 127;8371;376315833;0:00 - 24:00;;;;;OK;
13610;51.036926;12.159537;Jet;91;Katrin Dietze;Zeitz;Geußnitzer Straße 98;6712;03441-310970;05:00-23:00;;;;;OK;
13612;50.507938;12.159001;Total;97;Plauen-Chrieschwitz;Plauen;Friedrich-Eckardt-Str. 2;8529;3741442003;0:00 - 24:00;;;;;OK;
13613;50.865067;13.178866;Total;97;Oederan;Oederan;Freiberger Str. 72;9569;3729260273;06.00.00 - 22.00.00;;;;;OK;
13614;50.906231;13.311931;Бензиностанция;20;FREIE Station;Freiberg;Kleinschirmaer Straße 1;9599;373176126;0:00 - 24:00;;;;;OK;
13615;50.795933;12.881814;Бензиностанция;20;FREIE Station;Chemnitz;Stollberger Str. 178;9122;371220039;0:00 - 24:00;;;;;OK;
13616;50.840664;12.541566;Total;97;Glauchau;Glauchau;Waldenburger Str. 115;8371;376315022;0:00 - 24:00;;;;;OK;
13619;50.497971;12.397171;eni;83;Auerbach;Auerbach;Göltzschtalstr. 75;8209;3744171150;0:00 - 24:00;;;;;OK;
13620;50.327969;12.255685;eni;83;Adorf;Adorf;Oelsnitzer Str. 49;8626;374232290;05.00.00 - 22.00.00;;;;;OK;
13621;50.485207;12.139217;eni;83;Plauen-Südvorstadt;Plauen;Oelsnitzer Str. 10;8527;3741224858;0:00 - 24:00;;;;;OK;
13643;50.740185;13.062944;Esso;88;Station;Zschopau;Neue Marienberger Straße 189;9405;3725290426;0:00 - 24:00;;;;;OK;
13644;50.634712;12.793915;Total;97;Zwönitz;Zwönitz;Hartensteiner Str. 11;8297;377545536;05.00.00 - 22.00.00;;;;;OK;
13649;50.818081;13.101219;Total;97;Augustusburg;Augustusburg;Untere Schloßstr. 37;9573;372916567;06.00.00 - 22.00.00;;;;;OK;
13651;50.662098;13.330077;Total;97;Olbernhau;Olbernhau;Blumenauer Str. 9;9526;3736074280;05.30.00 - 22.00.00;;;;;OK;
13734;50.907063;12.977784;HEM;90;Station;Lichtenau-Oberlichtenau;Sachsenstr. 9;9244;09244 Lichtenau-Ob;0:00 - 24:00;;;4ce2cf1b41ed224bf9d1f13c;0;OK;
13760;51.050156;12.709164;Total;97;Geithain;Geithain;Peniger Str. 1;4643;3434143567;0:00 - 24:00;;;;;OK;
13802;50.898609;12.438907;Star;95;832 Gößnitz;Gößnitz;Altenburger Straße 146A;4639;+49 34493 31515;06:00 - 22:00;;;4ef864350aafbcb31d2c8d48;0;OK;
13854;50.566654;12.99822;Esso;88;Annaberg-Buchholz;Annaberg-Buchholz;Talstr. 18;9456;373364205;0:00 - 24:00;;;;;OK;
13858;48.971592;12.174558;eni;83;Obertraubling;Obertraubling;Am Schwindgraben 2;93083;940151026;05.30.00 - 23.00.00;;;;;OK;
13861;50.395023;12.340026;Total;97;Schöneck;Schöneck;Klingenthaler Str. 3;8261;3746488307825;06.00.00 - 22.00.00;;;;;OK;
13910;49.388439;12.145668;Shell;94;Schwarzenfeld, Hammer;Schwarzenfeld;Hammer. 30;92521;+49 9435 2201;0:00 - 24:00;;;;;OK;
13937;49.152916;12.646011;eni;83;Traitsching;Traitsching;Bachstr. 1;93455;9974395;07.00.00 - 21.00.00;;;;;OK;
13943;51.055035;13.538827;Total;97;Wilsdruff;Wilsdruff;Umgehungsstr. 18;1723;3520426670;0:00 - 24:00;;;;;OK;
13979;50.783447;12.870125;Shell;94;Neukirchen, Chemnitzer Str;Neukirchen;Chemnitzer Str. 36;9221;+49 371 217162;0:00 - 24:00;;;;;OK;
13982;50.75914;12.370245;Бензиностанция;20;SB Station;Langenhessen;Crimmitschauer Straße 116;8412;376175059;0:00 - 24:00;;;;;OK;
13987;50.881184;12.119916;Shell;94;Gera, Ronneburger Str;Gera;Ronneburger Str. 59;7546;+49 365 8321393;0:00 - 24:00;;;4df0eaad227193bb466d6a88;0;OK;
13989;50.898609;13.035746;Бензиностанция;20;SB Station;Frankenberg;Altenhainer Str. 101;9669;3720675543;0:00 - 24:00;;;;;OK;
14003;49.222733;12.670628;eni;83;Cham;Cham;Further Str. 8;93413;99719270;0:00 - 24:00;;;;;OK;
14033;51.005383;13.806776;Esso;88;Dresden-Reick;Dresden;Langer Weg 22;1239;3512880151;0:00 - 24:00;;;4c713ba29c6d6dcb9cbcd47a;0;OK;
14040;50.525654;12.789295;Бензиностанция;20;FREIE Station;Schwarzenberg;Karlsbader Str. 53;8340;3774570;;;;;;OK;
14050;50.907692;13.025472;Бензиностанция;20;ELAN Station;Frankenberg;Äußere Chemnitzer Str. 17;9669;3720681070;0:00 - 24:00;;;;;OK;
14057;50.746639;12.742327;Total;97;Lugau;Lugau;Hohensteiner Str. 44;9385;3729541978;06.00.00 - 22.00.00;;;;;OK;
14059;50.987133;13.857988;Бензиностанция;20;MINOL Station;Heidenau;Dresdner Str. 103 a;1809;3529512353;0:00 - 24:00;;;;;OK;
14060;51.049534;12.556219;Total;97;Frohburg;Frohburg;Peniger Str. 40;4654;3434851177;0:00 - 24:00;;;;;OK;
14062;50.996201;13.652442;Total;97;Freital;Freital;Poisentalstraße 18;1705;3516491861;0:00 - 24:00;;;;;OK;
14063;50.699604;12.939647;Total;97;Gelenau;Gelenau;Fritz-Reuter-Straße 21;9423;372975055;0:00 - 24:00;;;;;OK;
14064;51.029549;13.7906;Total;97;Dresden-Seidnitz-Dobritz;Dresden;Bodenbacher Str. 64;1277;3512561098;0:00 - 24:00;;;;;OK;
14078;51.00811;12.453486;Total;97;Altenburg;Altenburg;Leipziger Str. 87;4600;3447836804;0:00 - 24:00;;;;;OK;
14111;50.708813;12.464507;Total;97;Zwickau;Zwickau;Reichenbacher Str. 115;8056;375216851;0:00 - 24:00;;;;;OK;
