id,lat,lon,brand_name,brand_id,name,city,address,zip,phone,worktime,services,payments,foursquare_id,wikimapia_id,status,error
5009,50.221165,15.807108,Orlen,56,"Hradec Králové, Koutníkova",Hradec Králové,"Koutníkova, 605",50301,495611054,0:00 - 24:00,,,,,OK,
5010,49.674877,12.674272,Orlen,56,Přimda,Primda,Borská,34806,374722305,05:00 - 22:00,,,5325ded1498e57fd4ef9ae13,,OK,
5011,49.437172,12.911881,Orlen,56,Domažlice,Domazlice,Kozinova 158,34401,379724661,05:00 - 23:00,,,,,OK,
5012,49.754848,13.310461,Orlen,56,"Plzeň, Křimice",Plzen,Chebská 522,32200,377822405,05:00 - 23:00,,,,,OK,
5013,49.753048,15.0223,Orlen,56,Střechov Ls,Střechov nad Sázavou,D1 - 62.km LS,25771,317851454,0:00 - 24:00,,,505df57ee4b071a17f947c02,0,OK,
5018,50.648075,13.815066,Orlen,56,"Teplice, Dubská",Teplice,Dubská 3095,41501,417536172,0:00 - 24:00,,,,0,OK,
5019,49.61816,15.574586,Orlen,56,Havlíčkův Brod,Havlíckuv Brod,Pražská 3565,58002,569427052,0:00 - 24:00,,,,,OK,
5020,48.812954,16.629864,Orlen,56,"Mikulov, Brněnská",Mikulov,Brněnská 1532/76,69202,519510112,05:00 - 22:00,,,,,OK,
5022,50.122517,12.368485,Orlen,56,Františkovy Lázně,Frantiskovy Lazne,Aleje-Zátiší 53,35101,354542271,0:00 - 24:00,,,,,OK,
5024,50.108082,14.63842,Orlen,56,"Praha, Hradecká",Praha-9,D11 - 4km směr HK,19300,281923212,0:00 - 24:00,,,,,OK,
5027,48.873333,17.117147,Orlen,56,Hodonín,Hodonin,Brněnská 3541,69502,+420 518 341 383,05:00 - 22:00,,,574e690e498eb982d74ad366,,OK,
5028,50.103596,14.527134,Orlen,56,"Praha, Poděbradská",Praha-9,Poděbradská 1139/66,19000,281861368,05:00 - 23:59,,,,,OK,
5033,50.082787,14.462129,Orlen,56,"Praha, Olšanská",Praha,Olšanská 2643/1a,13000,222581028,0:00 - 24:00,,,4e23f317d1647406321f2ccf,0,OK,
5034,49.607407,18.029984,Orlen,56,Nový Jičín,Nový Jícín,Suvorovova 664,74101,556703808,0:00 - 24:00,,,,,OK,
5036,50.503551,13.674052,Orlen,56,"Most, Chánov Ps",Most,"Chánov PS, Teplická 1771/2",43401,576118501,0:00 - 24:00,,,,,OK,
5038,49.2523,13.912984,Orlen,56,"Strakonice, Volyňská",Strakonice,Volyňská 194,38601,383327852,05:00 - 23:00,,,,,OK,
5039,50.088787,16.456322,Orlen,56,Žamberk,Zamberk,Čs. armády 1506,56401,465631416,0:00 - 24:00,,,,,OK,
5040,50.158962,15.446442,Orlen,56,Chlumec Nad Cidlinou,Chlumec Nad Cidlinou,Pražská 802/IV,50351,495485503,0:00 - 24:00,,,,,OK,
5041,50.124737,14.614445,Orlen,56,"Praha, Boleslavská",Praha-9 Horni Pocernice,"směr Boleslav, Novopacká 65",19000,601229627,0:00 - 24:00,,,,,OK,
5042,49.140862,14.183335,Orlen,56,Vodňany,Vodnany,Budějovická 885,38901,383383650,05:00 - 21:00,,,,,OK,
5043,49.148525,16.921888,Orlen,56,Hodějice,Hodejice,č.p. 347,68401,544220800,0:00 - 24:00,,,,,OK,
5044,48.777596,16.898363,Orlen,56,Břeclav,Breclav,Lidická 3121,69003,519322124,0:00 - 24:00,,,,,OK,
5045,49.191093,16.879162,Orlen,56,Rousínov,Rousinov,Slavkovská 941,68301,517371700,0:00 - 24:00,,,,,OK,
5046,49.753273,16.476944,Orlen,56,Svitavy,Svitavy,U Tří mostů,56802,420461532605,05:00 - 23:00,,,4ff809b164a40b36eb32aea8,,OK,
5049,49.050236,14.429867,Orlen,56,Hluboká Nad Vltavou,Hluboká nad Vltavou,Smetanova,37341,387967019,05:00 - 23:00,,,4ff84086e4b0956dd585b10c,,OK,
5050,48.935101,13.76554,Orlen,56,Nová Houžná,Horní Vltavice,silnice 4,38444,388438691,0:00 - 24:00,,,5a1ed8096bd36b048ef34b7a,0,OK,
5051,50.203152,15.840261,Orlen,56,"Hradec Králové, Brněnská",Hradec Králové,Brněnská 1264,50002,495512448,05:00 - 22:00,,,,,OK,
5052,50.121464,16.220304,Orlen,56,Kostelec Nad Orlicí Ps,Kostelec Nad Orlici,Rudé armády 1435,51741,494321079,05:00 - 23:00,,,,,OK,
5053,50.361893,15.624872,Orlen,56,Hořice V Podkrkonoší,Horice V Podkrk,Klicperova 126,50801,493621751,0:00 - 24:00,,,,,OK,
5054,50.164909,16.271881,Orlen,56,Rychnov Nad Kněžnou,Rychnov nad Kneznou,Jiráskova 322,51681,494533097,0:00 - 24:00,,,,,OK,
5055,49.408424,13.29361,Orlen,56,Klatovy,Klatovy,Plzeňská 918,33901,376313314,05:00 - 22:00,,,,0,OK,
5057,50.45219,13.425806,Orlen,56,Chomutov,Chomutov,Pražská 5369,43000,474652231,0:00 - 24:00,,,,,OK,
5059,50.913696,14.566839,Orlen,56,Studánka,Varnsdorf,Studánka 529,40752,412372980,06:00 - 22:00,,,,,OK,
5060,48.831432,16.613375,Orlen,56,"Mikulov, Bavory",Mikulov,"E461, Bavory",69202,519515636,0:00 - 24:00,,,4e6c5b6b7d8b2c711b3f74c6,,OK,
5061,49.138943,13.228018,Orlen,56,Železná Ruda,Zelezná Ruda,Javorská 388,34004,420376397882,0:00 - 24:00,,,511e1b82e4b0dd94c19fa13a,,OK,
5062,50.103416,14.484961,Orlen,56,"Praha, Balabenka",Praha-9,Balabenka,19000,266035872,06:00 - 23:00,,,,,OK,
5063,50.076958,14.335144,Orlen,56,"Praha, Bělohorská",Praha,Bělohorská,169 00,220513209,0:00 - 24:00,,,4bf9dd47bc869521b9cd7a6b,0,OK,
5064,50.620136,15.59865,Orlen,56,Vrchlabí,Vrchlabi,Valteřická 1457,54301,499421902,0:00 - 24:00,,,,,OK,
5065,50.433907,15.40795,Orlen,56,"Jičín, Robousy",Jicin,Robousy,50601,493523247,0:00 - 24:00,,,,,OK,
5066,50.244217,12.899145,Orlen,56,Karlovy Vary,Karlovy Vary,č.p. 115,36263,353220827,05:00 - 23:00,,,4c9c903054c8a1cd0b007b4b,,OK,
5070,50.571194,14.644717,Orlen,56,Doksy,Doksy,Valdštejnská,47201,487872285,0:00 - 24:00,,,5436613c498e905e909d5d92,,OK,
5071,50.188797,16.006922,Orlen,56,Třebechovice Pod Orebem,Trebechovice,Týnišťská 1397,50346,495592041,0:00 - 24:00,,,,,OK,
5072,50.342674,15.904367,Orlen,56,Jaroměř,Jaromer,"Hradecká LS, č.p. 761",55101,491816275,0:00 - 24:00,,,,,OK,
5073,50.557171,13.601577,Orlen,56,"Litvínov, Záluží",Litvinov,"silnice č. 27, Záluží",43670,476411376,0:00 - 24:00,,,,,OK,
5074,49.712372,14.097938,Orlen,56,Dlouhá Lhota,Pribram,"R4 - 40.km, Dlouhá Lhota",26102,318690347,0:00 - 24:00,,,,,OK,
5075,50.662552,14.071483,Orlen,56,"Ústí Nad Labem, Přístavní",Usti Nad Labem,Přístavní 808/6,40007,475500680,0:00 - 24:00,,,,,OK,
5076,49.703167,12.987169,Orlen,56,Kladruby,Kladruby,"D5-111.km,odpoč.Kladruby čp.51",34961,374631950,0:00 - 24:00,,,,,OK,
5077,50.105743,14.070736,Orlen,56,Velká Dobrá Ps,Velka Dobra,dálnice PS,27361,312691988,0:00 - 24:00,,,,,OK,
5078,49.38121,15.592236,Orlen,56,"Jihlava, Znojemská",Jihlava,Znojemská 4715/90,58600,567307521,05:00 - 22:00,,,,,OK,
5079,49.392097,13.029155,Orlen,56,Kdyně,Domazlice,Na Kobyle 656,34506,379731392,05:00 - 23:00,,,503b2817e4b01850ca66d534,,OK,
5080,50.338432,14.49373,Orlen,56,"Mělník, Pražská",Melník,Pražská,27601,315627789,05:00 - 23:00,,,,,OK,
5081,49.794571,14.678819,Orlen,56,Benešov,Benesov,Červené Vršky 992,25601,317721017,05:00 - 22:00,,,,,OK,
5082,48.820686,14.458889,Orlen,56,Velešín,Velesin,Kaplická 469,38232,380331028,0:00 - 24:00,,,,,OK,
5083,50.511009,13.25002,OMV,58,Station,Hora Sv. Sebestiana,Prechod 68,43182,474695200,0:00 - 24:00,,,,,OK,
5084,49.349445,12.854515,Orlen,56,Folmava,Ceská Kubice,Česká Kubice,34532,379793452,05:00 - 23:00,,,63f08b03cb7dc20c9d524e6d,,OK,
5087,50.100037,14.442644,Orlen,56,"Praha, Argentinská",Praha,Argentinská,17000,266712637,0:00 - 24:00,,,,,OK,
5088,50.031021,14.38046,OMV,58,"Praha 5, K Barrandovu 1136/6",Praha 5,K Barrandovy 1136/6,15000,251810754,0:00 - 24:00,,,,,OK,
5090,49.790268,18.410997,Orlen,56,"Havířov, Železničářů",Havirov,Železničářů 1487/2A,73601,596811100,0:00 - 24:00,,,,,OK,
5091,49.927235,17.898716,Orlen,56,"Opava, Hradecká",Opava,Hradecká 2437/53,74601,553711862,0:00 - 24:00,,,,,OK,
5092,49.797871,18.239128,Orlen,56,"Ostrava, Rudná",Ostrava-Zabreh,Rudná 3187,70400,595781107,0:00 - 24:00,,,,,OK,
5096,50.003399,14.660071,Orlen,56,Říčany,Rícany,Černokostelecká 1903/1,25121,323602686,0:00 - 24:00,,,,,OK,
5097,50.517738,14.137481,Orlen,56,Litoměřice,Litomerice,Želetická 2097/25,41201,416739020,05:00 - 23:59,,,,,OK,
5100,49.066849,13.781983,Orlen,56,Vimperk,Vimperk,1. máje 658,38501,388411672,06:00 - 22:00,,,,,OK,
5101,49.481472,13.586374,Orlen,56,Nepomuk,Nepomuk,Kozlovická 537,335 01,371591796,0:00 - 24:00,,,4cc9608b7151721e163c6637,0,OK,
5104,50.481064,14.081197,Orlen,56,Siřejovice,Sirejovice,"D8 - 44km, č.p. 131",41121,416531395,0:00 - 24:00,,,,,OK,
5108,49.041489,17.592152,Orlen,56,Drslavice,Drslavice,č.p. 41,68733,572671101,0:00 - 24:00,,,,,OK,
5109,50.09325,12.840599,Orlen,56,Bečov Nad Teplou,Becov Nad Teplou,Karlovarská 470,36464,353999231,05:00 - 22:00,,,,,OK,
5111,49.4659,18.162189,Orlen,56,"Rožnov Pod Radhoštěm, Horní Paseky",Roznov Pod Radhostem,Radhošťská 2270,75601,571648294,0:00 - 24:00,,,,,OK,
5112,49.391258,15.548404,Orlen,56,"Jihlava, Pelhřimovská",Jihlava,Pelhřimovská 35,58600,+420 567 309 598,0:00 - 24:00,,,4c110751753a9c74347da420,,OK,
5117,49.522007,15.347628,Orlen,56,"Humpolec, Vystrkov",Humpolec,E 551 Vystrkov,39601,565536022,0:00 - 24:00,,,4c0c8b402b899c741865f158,,OK,
5118,50.404167,14.448333,Orlen,56,Liběchov,Libechov,Pražská,27721,315697187,05:00 - 22:00,,,,,OK,
5120,49.552021,17.183786,Orlen,56,"Olomouc, Žerůvky",Olomouc-Zeruvky,Žerůvky R 46,78341,601531986,0:00 - 24:00,,,,,OK,
5123,50.15086,13.51184,Orlen,56,Kolešov,Kolešov,E48 Hlavní tah směr Praha,27036,313594200,05:00 - 23:00,,,,,OK,
5126,49.012058,14.788143,Orlen,56,Třeboň,Trebon,Na Kopečku 995/II,37901,384724824,05:00 - 23:00,,,,,OK,
5127,50.91592,15.061625,Orlen,56,Frýdlant V Čechách,Frydlant v Cechach,"Větrov, Liberecká",46401,482312074,05:00 - 22:00,,,,,OK,
5129,49.898865,14.320517,Orlen,56,Líšnice,Líšnice,R4 - 13.km,25203,318591557,0:00 - 24:00,,,4d529d4ac5ff6ea8b209b007,0,OK,
5130,50.813477,14.962733,Orlen,56,Chrastava,Liberec,Nádražní,46331,485143726,05:00 - 22:00,,,,,OK,
5131,49.698891,13.423333,Orlen,56,"Plzeň, Nepomucká",Plzen,Nepomucká 791,30100,377243400,0:00 - 24:00,,,,,OK,
5132,49.012672,14.004786,Orlen,56,"Prachatice, Nebahovská",Prachatice,Nebahovská 1282,38301,388310218,0:00 - 24:00,,,,,OK,
5133,49.715134,16.486057,Orlen,56,Hradec Nad Svitavou,Hradec Nad Svitavou,"E461, č.p. 498",56901,461548135,05:00 - 21:00,,,,,OK,
5134,50.177219,15.046384,Orlen,56,Nymburk,Nymburk,Kolínská,28802,325512455,0:00 - 24:00,,,,,OK,
5135,49.678333,13.330556,Orlen,56,"Plzeň, Šlovice Ps",Slovice,"D5 - 85.km, obchvat Plzně PS č",32100,373735320,0:00 - 24:00,,,,,OK,
5136,49.676388,13.324722,Orlen,56,"Plzeň, Šlovice Ls",Slovice,"D5 - 85.km, obchvat Plzně LS, ",32100,373735332,0:00 - 24:00,,,,,OK,
5137,49.2276,14.720889,Orlen,56,"Veselí Nad Lužnicí, Řípec",Soběslav,Řípec 124,39182,381521888,05:00 - 23:00,,,5b5b619125fb7b003939527a,,OK,
5147,49.843067,18.150213,Orlen,56,"Ostrava, Pustkovec",Ostrava,Opavská 407,70500,596955596,05:00 - 22:00,,,,,OK,
5149,49.198448,14.211432,Orlen,56,Protivín,Protivin,Ve školce 913,39811,382252095,0:00 - 24:00,,,,,OK,
5150,50.10207,13.739551,Orlen,56,"Rakovník, Pražská",Rakovnik,Pražská 2496,26901,313512661,0:00 - 24:00,,,,,OK,
5151,49.081966,15.419752,Orlen,56,"Dačice, Hradecká",Dacice,Hradecká 91,38001,384420023,05:00 - 23:00,,,,,OK,
5153,49.220646,17.70789,Orlen,56,"Zlín, Příluky",Zlin,"Příluky, Vizovická 375",76001,577210292,0:00 - 24:00,,,4ecf85472c5bc35055da538e,,OK,
5156,50.356388,14.485833,Orlen,56,"Mělník, Nádražní",Melnik,Nádražní,27601,315622056,0:00 - 24:00,,,,,OK,
5162,50.092316,12.463511,Orlen,56,"Cheb, Obilná",Cheb,"Odrava - Obilná, č.p. 22",35001,354595849,0:00 - 24:00,,,4eac1ce75c5cf8848af6118c,,OK,
5163,48.906326,16.78355,Orlen,56,Starovičky,Starovicky,D2 - 31.5 km,69002,519323016,0:00 - 24:00,,,,,OK,
5165,50.121922,16.217966,Orlen,56,Kostelec Nad Orlicí Ls,Kostelec Nad Orlici,Rudé armády 1437,51741,494323219,06:00 - 22:00,,,,,OK,
5166,50.008465,15.773047,Orlen,56,"Pardubice, Dražkovice",Pardubice,"Dražkovice, č.p. 184",53333,466303152,05:00 - 21:00,,,,,OK,
5169,50.787441,14.809401,Orlen,56,Rynoltice,Rynoltice,Rynoltice 151,46353,485172169,0:00 - 24:00,,,,,OK,
5173,49.554115,15.946449,Orlen,56,"Žďár Nad Sázavou, Jihlavská",Zdár nad Sázavou,Jihlavská 1145/24,59148,566621684,0:00 - 24:00,,,,,OK,
5177,49.464886,14.555733,Shell,59,Cerpaci Stanice  Vsechlapy,Vsechlapy,Dalnice D1 Smer Brno,25726,317855760,0:00 - 24:00,,,,,OK,
5181,48.81004,16.89406,Shell,59,8048 Ladna L,Ladna U Breclavi,"Dalnice D2 44.Km, Smer Brno",691 46,+420 519 355 008,0:00 - 24:00,,,,,OK,
5182,48.81007,16.892321,Shell,59,8010 Ladna P,Ladna U Breclavi,"Dalnice D2 44.Km, Smer Bratislava",691 46,+420 519 355 105,0:00 - 24:00,,,,,OK,
5183,49.377869,15.945884,Shell,59,8011 Měřín,Měřín,"Dálnice D1 139.Km, Smer Brno",594 01,+420 566 544 377,0:00 - 24:00,,,,,OK,
5184,49.984051,14.603142,Shell,59,8050 Nupaky L,Nupaky,"Dálnice D1 8,5.Km, Smer Praha",251 01,+420 321 718 333,0:00 - 24:00,,,,,OK,
5185,49.183041,16.479067,Shell,59,8015 Popůvky,Popůvky,"Dálnice D1 185.Km, Smer Praha",664 41,+420 702 047 681,0:00 - 24:00,,,,,OK,
5189,50.100662,12.385797,Orlen,56,"Cheb, Obchvat",Cheb Obchvat,"obchvat (D6 - vpravo), Jindřic",35002,737204886,0:00 - 24:00,,,59f9ecb316fa04177360a0f0,,OK,
5190,50.756329,15.05192,OMV,58,"Liberec, Nákladní",Liberec,Nákladní ul.,46007,485113642,0:00 - 24:00,,,,,OK,
5211,50.143562,16.088966,Orlen,56,Týniště Nad Orlicí,Rychnov nad Kneznou,"Voklik, č.p. 1049",51701,494371954,05:00 - 22:00,,,,,OK,
5212,50.519512,14.047972,Orlen,56,Lovosice,Lovosice,Žabák č.p. 1233,41002,416535814,0:00 - 24:00,,,,,OK,
5213,49.823448,16.405071,Orlen,56,Gajer,Gajer,E442,57001,4616219175,0:00 - 24:00,,,,,OK,
5216,50.410629,14.243213,Orlen,56,"Roudnice Nad Labem, Žižkova",Roudnice nad Labem,Žižkova 2496,41301,416831203,0:00 - 24:00,,,,,OK,
5217,50.250278,14.320278,Orlen,56,Kralupy Nad Vltavou,Melnik,"Lobeček, Mostní",27801,315724633,0:00 - 24:00,,,,,OK,
5218,49.789688,12.651352,Orlen,56,Tachov,Tachov,Plzeňská 2064,34701,374722305,05:00 - 23:00,,,502e3617e4b0c518250a38da,0,OK,
5221,50.432812,14.925389,Orlen,56,Kosmonosy,Mlada Boleslav,Boleslavská,29306,326320244,05:00 - 23:00,,,,,OK,
5222,50.097027,14.479619,Orlen,56,"Praha, Krejcárek Ps",Praha,"Krejcárek PS, č.p. 107",13000,266311308,0:00 - 24:00,,,,,OK,
5223,50.10891,14.542857,Orlen,56,"Praha, Kolbenova",Praha,Kolbenova 809/31,19800,281868719,0:00 - 24:00,,,,,OK,
5224,50.1134,14.60215,Orlen,56,"Praha, Náchodská",Praha,Náchodská,19800,420281925909,0:00 - 24:00,,,4cd3db51ecc3a0934d789c93,,OK,
5227,48.988689,14.478333,Orlen,56,"České Budějovice, Nádražní",Ceske Budejovice,Nádražní 2768,37001,387423758,0:00 - 24:00,,,,,OK,
5228,50.133057,14.973611,Orlen,56,Sadská,Nymburk,Poděbradská,28912,325594315,05:00 - 22:00,,,,,OK,
5230,49.331081,15.577775,Бензиностанция,20,Orlen Vílanec,Vílanec,Cerekvička 43,59935,609778751,05:00 - 23:00,,,,,OK,
5232,50.058613,14.489167,Orlen,56,"Praha, Jižní Spojka Ps",Praha 10 - Zabehlice,"Jižní spojka PS, č.p. 3183",10600,272760239,0:00 - 24:00,,,,,OK,
5315,50.025379,15.824894,Бензиностанция,20,Cerpaci Stanice EuroOil,Cerna Za Bory,Cerna Za Bory,50777,466670755,,,,,,OK,
5356,50.740002,15.1,Бензиностанция,20,Cerpaci Stanice EuroOil,Vratislavice n.N.,Tanvaldska 1496,46311,485160253,,,,,,OK,
5367,50.889999,14.62,Бензиностанция,20,Cerpaci Stanice EuroOil,Varnsdorf,Plzenska,40747,412372155,,,,,,OK,
5382,49.959999,16.98,Бензиностанция,20,Cerpaci Stanice EuroOil,Sumperk,Jesenicka 2965,78701,583212839,,,,,,OK,
5409,49.860001,12.74,Бензиностанция,20,Cerpaci Stanice EuroOil,Plana u Mar.Lazni,Plana U M.L.855,34815,374798466,,,,,,OK,
5410,50.189999,12.64,Бензиностанция,20,Cerpaci Stanice EuroOil,Sokolov,Kraslicka,35601,352622362,,,,,,OK,
5414,49.900002,13.5,Бензиностанция,20,Cerpaci Stanice EuroOil,Kozojedy,Kozojedy 152,33142,373398214,,,,,,OK,
5438,49.870632,14.270522,Orlen,56,Mníšek Pod Brdy,Mníšek pod Brdy,Řevnická,25210,318591428,0:00 - 24:00,,,4f9d5d22e4b008dde26cd9f0,0,OK,
5439,49.998589,14.486528,Orlen,56,"Praha, Kunratická Spojka",Praha 4,Kunratická spojka 1169/1,14000,244910366,0:00 - 24:00,,,,,OK,
5440,49.764812,18.272736,Orlen,56,"Ostrava, Místecká",Ostrava,Místecká 733,70200,596735924,05:00 - 22:00,,,,,OK,
5441,49.696266,15.803372,Orlen,56,Ždírec Nad Doubravou,Zdirec nad Doubravou,Průmyslová 508,58236,569694132,0:00 - 24:00,,,,,OK,
5442,50.027275,15.754752,Orlen,56,"Pardubice, Dukla",Pardubice,Pražská 2828,53002,466303705,05:00 - 23:00,,,,,OK,
5444,50.773582,15.046206,Orlen,56,Liberec,Liberec,Chrastavská,46011,485103712,0:00 - 24:00,,,,,OK,
5449,49.969971,15.30935,Shell,59,8147 Kutná Hora,Kutná Hora,Nové Dvory 291,284 01,+420 327 524 016,0:00 - 24:00,,,,,OK,
5450,49.303829,17.480383,Shell,59,8146 Hulín,Hulín,Záhlinická 1280,768 24,+420 573 333 209,06:00 - 22:00,,,,,OK,
5451,50.156948,13.969003,Shell,59,8145 Stochov,Stochov,"Rých. Kom. R6, Smer Praha",273 03,+420 312 655 500,0:00 - 24:00,,,,,OK,
5452,50.376431,15.53933,Shell,59,8144 Ostroměř,Ostroměř,Ostromer 220,507 52,+420 493 523 016,06:00 - 22:00,,,,,OK,
5453,50.112144,14.282244,Shell,59,8140 Praha-Ruzyně,Praha - Ruzyně,Aviatická,160 00,+420 220 873 737,0:00 - 24:00,,,,,OK,
5454,49.536457,15.334026,Shell,59,8137 Humpolec,Humpolec,Dálnice D1,396 01,+420 565 533 710,0:00 - 24:00,,,4be3b2d2f07b0f47abc8f843,16765886,OK,
5455,49.528427,12.94864,Shell,59,8136 Horšovský Týn,Horšovský Týn,Na Preložce 289,346 01,+420 379 494 949,0:00 - 24:00,,,,,OK,
5456,49.942181,16.165791,Shell,59,8557 Vysoké Mýto,Vysoké Mýto,Husova Ul. 736/Iv,566 01,+420 465 393 888,05:00 - 22:00,,,,,OK,
5458,49.788631,18.406851,Shell,59,8128 Havířov-Ostravská,Havířov,Ostravská 2,736 01,+420 596 820 018,0:00 - 24:00,,,,,OK,
5459,50.038929,14.466848,Shell,59,8127 Praha-Jižní Spojka (Kačerov),Praha 4,Jižní Spojka,141 00,+420 272 760 506,0:00 - 24:00,,,,,OK,
5460,50.771721,14.20676,Shell,59,8125 Děčín,Děčín 5,Predmostí 4,405 02,+420 412 530 205,06:00 - 22:00,,,,,OK,
5463,49.59164,15.57918,Shell,59,8122 Havlíčkův Brod,Havlíčkův Brod,Lidická 3547,580 01,+420 569 427 264,0:00 - 24:00,,,,,OK,
5464,50.080448,14.537692,Shell,59,8111 Praha-Průmyslová,Praha 10,Prumyslová 42,108 00,+420 773 304 511,0:00 - 24:00,,,4ca4aa78d7c33704e147ab62,0,OK,
5465,49.747726,13.364827,Shell,59,8109 Plzeň-Přemyslova,Plzeň,Přemyslova 2729/41,301 00,+420 377 221 866,0:00 - 24:00,,,,,OK,
5466,49.31842,17.03845,Shell,59,8106 Pustiměř,Pustiměř,"Rychlostní Kom. R46, Směr Brno",683 21,+420 739 472 745,0:00 - 24:00,,,,,OK,
5467,49.874741,16.891666,Shell,59,8104 Zábřeh,Zábřeh,Olomoucká 6,789 01,+420 583 455 961,05:30 - 22:00,,,,,OK,
5468,49.270302,16.988604,Shell,59,8102 Vyškov,Vyškov,Brněnská 25,682 11,+420 517 330 440,0:00 - 24:00,,,,,OK,
5469,49.797668,14.19578,Shell,59,8100 Dobříš,Dobříš,Kodetka 1601,263 01,+420 318 523 967,0:00 - 24:00,,,,,OK,
5470,50.193378,15.810963,Shell,59,8099 Hradec Králové-Rašínova L,Hradec Králové,Rašínova Trída 1649/2,500 02,+420 491 435 555,06:00 - 22:00,,,,,OK,
5471,50.194305,15.811083,Shell,59,8098 Hradec Králové-Rašínova P,Hradec Králové,Rašínova Trída 1649/1,500 02,+420 495 534 504,0:00 - 24:00,,,,,OK,
5472,49.654991,14.63255,Shell,59,8097 Votice,Votice,Pražská 795,259 01,+420 317 814 271,0:00 - 24:00,,,,,OK,
5473,50.508564,13.252867,Shell,59,8094 Hora Sv. Šebestiána,Hora Svatého Šebestiána,Hora Sv. Šebestiána 101,431 82,+420 474 623 579,0:00 - 24:00,,,,,OK,
5474,49.944241,17.928556,Shell,59,8092 Opava-Hlučínská,Opava 5,Hlucínská 45,747 05,+420 553 623 658,0:00 - 24:00,,,,,OK,
5475,50.12019,14.502845,Shell,59,8088 Praha-Prosecká,Praha 9,Prosecká,190 00,+420 283 883 128,0:00 - 24:00,,,4b7ad517f964a5207f3f2fe3,,OK,
5476,49.582722,17.264229,Shell,59,Cerpaci Stanice,Olomouc,Velkomoravska 319/20,77900,585241097,0:00 - 24:00,,,,,OK,
5477,50.410683,14.930934,Shell,59,8081 Mladá Boleslav,Mladá Boleslav,Jicínská,293 01,+420 326 331 600,0:00 - 24:00,,,,,OK,
5478,48.805801,16.625622,Shell,59,8080 Mikulov Pravá,Mikulov,K Vápence 69,692 01,+420 519 327 777,0:00 - 24:00,,,4d466c36befe236ada7c08e3,,OK,
5479,49.9561,15.79928,Shell,59,8077 Chrudim,Chrudim,Dašická Ul. 1228,537 01,+420 469 620 509,0:00 - 24:00,,,,,OK,
5481,48.850151,16.05423,Shell,59,8071 Znojmo,Znojmo,Vídenská 20,669 02,+420 515 261 680,0:00 - 24:00,,,,,OK,
5482,49.712521,15.065963,Shell,59,8066 Kalná,Kalna,"Dálnice D1 58.Km, Smer Praha.",257 71,+420 317 851 074,0:00 - 24:00,,,,,OK,
5483,50.768169,15.04094,Shell,59,8065 Liberec-Žitavská,Liberec 10,Žitavská,460 01,+420 485 106 890,06:00 - 22:00,,,,,OK,
5485,50.356121,13.78005,Shell,59,8060 Louny,Louny,Postoloprtská 828,440 01,+420 415 672 165,0:00 - 24:00,,,,,OK,
